SMILES,o_mus_ipr_LD,o_rat_orl_TDLo,o_mus_ipr_LDLo,o_mus_orl_TDLo,o_rat_ipr_TDLo,o_mus_ivn_LD,o_rat_ipr_LD,o_mus_orl_LD,o_mus_unr_LD,o_rat_unr_LD,o_mus_scu_LDLo,o_rat_scu_LD,o_mus_scu_LD,o_rat_ipr_LDLo,o_mus_ipr_TDLo,o_rbt_skn_LD,o_rat_orl_LD,o_rat_ivn_TDLo,o_rat_orl_LDLo,o_rbt_orl_LD,o_rbt_ivn_LD,o_rat_ivn_LD,o_mus_orl_LDLo,o_rat_skn_LD,o_mam_unr_LD,o_gpg_orl_LD,o_wmn_orl_TDLo,o_man_orl_TDLo,o_rat_scu_TDLo
O=C1CCc2c(cccc2OCC(O)CNC2CCCCC2)N1,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCc2c(cccc2OCC(O)CNCc2ccccc2)N1,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCc2c(cccc2OCCCN2CCC(Cc3ccccc3)CC2)N1,,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,
O=C1CCc2c(cccc2OCCCN2CCC(O)(c3ccccc3)CC2)N1,,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,
O=C1CCc2c1[nH]c1ccccc21,,,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCc2c1c(=O)oc1c3c(cc(O)c21)O[C@H]1OC=C[C@@H]31,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCc2cc(/C=C/CCN3CCN(c4ccccc4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.86,,,,,,,,,,,,
O=C1CCc2cc(/C=C/CN3CCN(c4ccc(Cl)cc4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.88,,,,,,,,,,,,
O=C1CCc2cc(/C=C/CN3CCN(c4cccc(Cl)c4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.88,,,,,,,,,,,,
O=C1CCc2cc(C(=O)CCCN3CC=C(c4ccc(Cl)cc4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.91,,,,,,,,,,,,
O=C1CCc2cc(C(=O)CCCN3CC=C(c4ccccc4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.87,,,,,,,,,,,,
O=C1CCc2cc(C(=O)CCCN3CCN(c4ccccc4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.92,,,,,,,,,,,,
O=C1CCc2cc(C(=O)CCCN3CCN(c4ccccc4Cl)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,
O=C1CCc2cc(C(=O)CCN3CCC(Cc4ccccc4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.88,,,,,,,,,,,,
O=C1CCc2cc(C(=O)CCN3CCN(c4cccc(Cl)c4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,
O=C1CCc2cc(C(=O)CCN3CCN(c4ccccc4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.86,,,,,,,,,,,,
O=C1CCc2cc(C(O)CCCN3CCN(c4cccc(Cl)c4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.92,,,,,,,,,,,,
O=C1CCc2cc(C3=NNC(=O)C4CC34)ccc2N1,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCc2cc(CCCCN3CCN(c4ccccc4Cl)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,
O=C1CCc2cc(CCCN3CCN(c4ccccc4)CC3)ccc2N1,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,
O=C1CCc2cc(O)ccc2N1CCN1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,,,
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,2.27,3.79,,,,,2.27,1.87,,,,,,,4.17,,1.87,,,,,,,,,,,5.47,
O=C1CCc2ccc(O)cc2N1CCN1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,3.13,,,,
O=C1CCc2ccc(OCC(O)CN3CCC(c4ccccc4)CC3)cc2N1,,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,,4.65,,6.17,5.37,,,,,,,,,,5.17,,,4.47,,,,,,,,,4.97,,5.54
O=C1CCc2cccc3c2N1CC3,,,,,,,,,,,,,,,,,2.73,,,,,,,1.75,,,,,
O=C1CCc2ccccc2O1,2.87,,,,,,,,,,,,,,,1.47,2.01,,,,,,,,,1.93,,,
O=C1CCn2c(Cc3ccccc3)nc3cccc1c32,,,,,,3.53,,2.43,,,,,,,,,,,,,,,,,,,,,
O=C1CCn2ccc3cccc(c32)N1,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(/N=C/C(=O)c2ccc([N+](=O)[O-])o2)C(=O)N1,3.38,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,
O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,,,,,,,,4.97,,,,,,,,,,,,,,,,,,,,,
O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CO,2.57,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,
O=C1CN(/N=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C(=O)N1,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(/N=C/c2ccc(-c3ccc(Cl)cc3)o2)C(=O)N1,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(/N=C/c2ccc(-c3ccc(F)cc3)o2)C(=O)N1,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,,,,,4.5,1.65,,,,,,,,,3.8,,,,,,,,,,,,,,
O=C1CN(/N=C/c2ccc(-c3cccc(C(F)(F)F)c3)o2)C(=O)N1,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,2.825,4.38,,,,,3.33,2.82,,,,,,,,,2.6,,,,,,,,,,3.75,3.84,
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=S)N1,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(C(=O)C2CCCCC2)CCN1Cc1ccccc1,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,
O=C1CN(C(=O)c2ccc([N+](=O)[O-])cc2)CCN1Cc1ccccc1,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,
O=C1CN(C(=O)c2ccccc2)C(=S)N1,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(C(=O)c2ccccc2)CCN1Cc1ccccc1,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,
O=C1CN(C2CCCCC2)C(=O)N1c1ccccc1,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,
O=C1CN(CCN2CC(=O)N(CN3CCOCC3)C(=O)C2)CC(=O)N1CN1CCOCC1,3.21,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccc(Cl)cc2)CC(=O)N2CCCN12,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccc(Cl)cc2)CC2c3cccn3-c3ccccc3CN12,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccc(F)cc2)CC2c3cccn3-c3ccccc3CN12,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccc(Nc3ncccn3)cc2)CC(=O)N1Cc1ccccn1,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccccc2)C(=O)CNc2ccccc2N1,2.17,,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccccc2)C23c4ccccc4C(CC12)c1ccccc13,2.07,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccccc2)CC(=O)N2CCCCN12,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccccc2)CC(=O)N2CCCN12,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccccc2)CC2c3cccn3-c3ccccc3CN12,,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1c1cccc(Cl)c1,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1c1ccccc1,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(O)C(=O)N1,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,3.0,,,,,,,2.17,,,,,2.86,,,,1.86,,,2.66,,,,,,,,,
O=C1CN(OCCCc2ccccc2)C(=O)N1,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(OCCOc2ccc(Cl)cc2Cl)C(=O)N1,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(OCc2ccc(Cl)cc2)C(=O)N1,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(OCc2ccccc2)C(=O)N1,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2ccccc2)C(=O)CNc2ccccc2N1,2.85,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2ccccc2)C(=O)N1C1CCCCC1,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2ccccc2)CC(=O)N2CCCCN12,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2ccccc2)CC(=O)N2CCCN12,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2nc(-c3ccc(Cl)cc3)cs2)C(=O)N1,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)C(=O)N1,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2nc(-c3ccc([N+](=O)[O-])cc3Br)cs2)C(=O)N1,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2nc(-c3ccccc3)cs2)C(=O)N1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2nc(NC3CC3)nc(C3CC3)n2)C1,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2ncc([N+](=O)[O-])s2)C(=O)N1,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN2C(=C(C(=O)O)N1)CN=C(c1ccccc1Cl)c1cc(Cl)ccc12,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
O=C1CN2C(=NN1)COc1c2cccc1[N+](=O)[O-],,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,
O=C1CN2C(=NN1)COc1cc(Cl)ccc12,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,
O=C1CN2C(=NN1)COc1cc([N+](=O)[O-])ccc12,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,
O=C1CN2C(=NN1)COc1ccccc12,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,
O=C1CN2C(=NN1)CSc1c2cccc1[N+](=O)[O-],,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,
O=C1CN2C(=NN1)CSc1ccccc12,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,
O=C1CN2C(=O)CCC2N1,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN2CCOC2(c2ccccc2)c2cc(Br)ccc2N1,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,
O=C1CN2CCOC2(c2ccccc2)c2cc(Cl)ccc2N1,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,
O=C1CN2CCOC2(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,
O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,1.76,,,,,,1.84,2.12,,,,1.84,1.76,,,,2.29,,,,,,,,,,,,
O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1,1.4,,,,,,2.1,2.43,,,,2.1,1.4,,,,2.12,,,,,,,,,,,,
O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,2.35,,,,,,1.97,2.3,,,,1.8,1.88,,,,1.8,,,,,,,,,,,,
O=C1CN2CCc3ccccc3C2c2cc([N+](=O)[O-])ccc2N1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1,2.77,,,,,,,2.07,,,,,,,,,2.29,,,,,,,,,,,,
O=C1CN2Cc3cc(N4CCCCC4)ccc3NC2=N1,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(C2=CCN(CC(O)c3ccc([N+](=O)[O-])cc3)CC2)NN1,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(C(F)(F)F)ccc2N1,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)cc3c2N1CC3,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,2.97,,,,,,,2.61,,,,,,,,,,4.43,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,2.5,,,,,,2.21,2.15,,,,2.21,2.21,,,,1.91,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCCN1CCN(c2ccccc2)CC1,,,,,,,,,,,,,,,,,,,2.71,,,,2.71,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCCOc1ccccc1,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCN1CCCC1,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCN1CCCCC1,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCN1CCNCC1,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCN1CCOCC1,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOc1ccc(Cl)cc1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOc1ccc([N+](=O)[O-])cc1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOc1ccc2ccccc2c1,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOc1ccccc1,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCS(=O)(=O)c1ccccc1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCSc1ccccc1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])cc3c2N1CC3,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,3.01,5.71,,,,3.34,2.58,2.71,,,,,2.85,,5.27,,2.53,,,2.73,2.73,,,,,,,4.69,
O=C1CN=C(c2ccccc2)c2cccc3c2N1CC3,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cccc3ccn1c23,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2ccccc2N1C1CCNCC1,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,2.75,,,,5.84,,2.69,2.16,,,,,,,6.84,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,3.79,,,,,3.64,3.81,2.51,,,,,,,,,2.18,,,,4.09,3.74,,,,,,,
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1.38,5.72,,6.5,6.1,4.24,1.35,2.2,,,,1.5,1.5,,6.46,,1.32,,,,,,,,,,,4.45,
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1C1CCNCC1,,,,,,,,,,,,,3.35,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1,2.21,,,,,,2.19,2.15,,,,1.84,1.84,,,,1.53,,,2.54,,,,,,,,,
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CCCN1CCN(CCO)CC1,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CCCN1CCNCC1,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,3.2,,,,,,2.28,2.56,,,,1.56,1.66,,,,2.21,5.5,,2.27,,,,,,,,,
O=C1CN=C2Nc3ccc(Cl)cc3C(c3cccc(Cl)c3)CN12,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C2Nc3ccc(F)cc3C(c3ccccc3)CN12,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C2Nc3ccccc3C(c3ccc(Cl)cc3)CN12,,,,,,,,2.76,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C2Nc3ccccc3C(c3cccc(Cl)c3)CN12,,,,,,,,2.51,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C2Nc3ccccc3C(c3ccccc3)CN12,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,
O=C1CNC(=O)C2(C1)c1ccccc1CCc1ccccc12,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CNC(=O)N1CN(CCCl)CCCl,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CNC(=O)N1OCc1ccccc1,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,
O=C1CNC(=O)N1c1cc(Cl)cc(Cl)c1,,,,,3.22,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CNC(=O)N1c1ccc(F)c(C(F)(F)F)c1,,,,,,,,,,,,,,,,,,,,,,,2.92,,,,,,
O=C1CNC(=S)N1,3.06,4.29,,,,,,2.44,,,,,,,,,2.44,,,,,,,,,,,,
O=C1CNC(=S)N1c1ccccc1,3.41,,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,
O=C1CNC(c2ccccc2)=c2c3c(sc2=N1)CCCC3,2.67,,,,,,,2.48,,,,,,,,,2.17,,,,,,,,,,3.55,3.36,
O=C1CNC(c2ccccc2)c2cc(Cl)ccc2N1,2.91,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,
O=C1CNC(c2ccccc2)c2cccc3ccn1c23,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CNCC2c3cccn3-c3ccccc3CN12,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1COC(c2ccccc2)(c2ccccc2)C(=S)N1,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1COC(c2ccccc2)C(=S)N1,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,
O=C1COCCO1,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,
O=C1CO[C@@]2(c3ccccc3)CCCC[C@H]2N1,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,
O=C1CO[C@H]2c3ccccc3CCC[C@@H]2N1,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,
O=C1CO[C@]2(c3ccccc3)CCCC[C@H]2N1,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,
O=C1COc2cc(C(=O)c3ccc(Cl)cc3)ccc2N1,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,
O=C1COc2cc(C(=O)c3ccccc3)ccc2N1,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,
O=C1COc2ccc(-c3csc(-c4ccc(Cl)cc4)n3)cc2N1,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1COc2ccc(-c3csc(-c4ccccc4)n3)cc2N1,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1COc2ccc(-c3csc(Cc4ccccc4)n3)cc2N1,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1COc2ccc(-c3csc(Nc4ccc(Br)cc4)n3)cc2N1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1COc2ccc(-c3csc(Nc4ccc(Cl)cc4)n3)cc2N1,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1COc2ccc(-c3csc(Nc4ccccc4)n3)cc2N1,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1COc2ccc(Cl)cc2N1CC(O)CO,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,
O=C1COc2ccccc2N1C1CCN(Cc2ccccc2)C1,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1COc2ccccc2N1C1CC[NH2+]C1,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CS(=O)(=O)C(c2ccccc2)(c2ccccc2)CN1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CS(=O)[C@H]2[C@H]3O[C@H]([C@@H]4O[C@@H]43)[C@@H]12,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CS/C(=N/Nc2nncc3ccccc23)N1C1CCCCC1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccc(Br)cc2)N1c1ccccn1,,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccc(Cl)cc2)N1CCCN1CCOCC1,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccc(Cl)cc2)N1c1ccccn1,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2cccc3ccccc23)N1CCCN1CCOCC1,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1CCCN1CCOCC1,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1CCc1ccc(Cl)cc1,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1Cn1cnc2c(Br)cc(Br)cc2c1=O,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1Cn1cnc2ccc(Br)cc2c1=O,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1Cn1cnc2ccc([N+](=O)[O-])cc2c1=O,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1Cn1cnc2ccccc2c1=O,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1c1cc(-n2c(-c3ccc(N=Cc4ccc(Cl)cc4)cc3)nc3ccccc3c2=O)ccc1Cl,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1c1cc(-n2c(-c3ccc(N=Cc4ccccc4)cc3)nc3ccccc3c2=O)ccc1Cl,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1c1ccc(-n2c(-c3ccc(N=Cc4ccc(Cl)cc4)cc3)nc3ccccc3c2=O)c(Cl)c1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1c1ccc(-n2c(-c3ccc(N=Cc4ccc(Cl)cc4)cc3)nc3ccccc3c2=O)cc1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1c1ccc(-n2c(-c3ccc(N=Cc4ccccc4)cc3)nc3ccccc3c2=O)c(Cl)c1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1c1ccc(-n2c(-c3ccc(N=Cc4ccccc4)cc3)nc3ccccc3c2=O)cc1,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=Nc2ccccc2)N1c1ccccn1,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=O)N1,2.47,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,
O=C1CSC(=O)N1CCCCN1C(=O)CSC1=O,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
O=C1CSC(=S)N1,2.82,,,,,3.62,,2.77,,,2.82,,,,,,2.62,,,,,,,,,,,,
O=C1CSC(=S)N1C1CCCCC1,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,
O=C1CSC(=S)N1CCCCCCN1C(=O)CSC1=S,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CSC(=S)N1CCc1ccccc1,,,2.77,,,,,,,,,,,2.77,,,,,,,,,,,,,,,
O=C1CSC(=S)N1Cc1ccc(Cl)cc1,,,,,,,,,,,,,,2.93,,,,,,,,,,,,,,,
O=C1CSC(=S)N1Cc1ccccc1,,,2.87,,,,,,,,,,,2.87,,,,,,,,,,,,,,,
O=C1CSC(=S)N1c1ccc(Br)c(Cl)c1,,,3.21,,,,,,,,,,,3.21,,,,,,,,,,,,,,,
O=C1CSC(=S)N1c1ccc(Br)cc1,,,3.28,,,,,,,,,,,3.28,,,,,,,,,,,,,,,
O=C1CSC(=S)N1c1ccc(Cl)c(Cl)c1,,,3.44,,,,,,,,,,,3.44,,,,,,,,,,,,,,,
O=C1CSC(=S)N1c1ccc(Cl)cc1,3.09,,,,,,,,,,,,,3.09,,,,,,,,,,,,,,,
O=C1CSC(=S)N1c1ccc(I)c(Cl)c1,,,3.39,,,,,,,,,,,3.39,,,,,,,,,,,,,,,
O=C1CSC(=S)N1c1ccc(I)cc1,,,3.35,,,,,,,,,,,3.35,,,,,,,,,,,,,,,
O=C1CSC(=S)N1c1ccc(O)cc1,,,,,,,,,,,,,,2.65,,,,,,,,,,,,,,,
O=C1CSC(=S)N1c1cccc(Cl)c1,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,,
