SMILES,o_mus_ipr_LD,o_rat_orl_TDLo,o_mus_ipr_LDLo,o_mus_orl_TDLo,o_rat_ipr_TDLo,o_mus_ivn_LD,o_rat_ipr_LD,o_mus_orl_LD,o_mus_unr_LD,o_rat_unr_LD,o_mus_scu_LDLo,o_rat_scu_LD,o_mus_scu_LD,o_rat_ipr_LDLo,o_mus_ipr_TDLo,o_rbt_skn_LD,o_rat_orl_LD,o_rat_ivn_TDLo,o_rat_orl_LDLo,o_rbt_orl_LD,o_rbt_ivn_LD,o_rat_ivn_LD,o_mus_orl_LDLo,o_rat_skn_LD,o_mam_unr_LD,o_gpg_orl_LD,o_wmn_orl_TDLo,o_man_orl_TDLo,o_rat_scu_TDLo
CCCC12CCN(C)C(Cc3ccc(O)cc31)C2,,,,,,,,,,,,,3.31,,,,,,,,,,,,,,,,
CCCC12CCN(C)C(Cc3ccc(O)cc31)C2C,,,,,,,,,,,3.23,,,,,,,,,,,,,,,,,,
CCCC12CCN(C)C1CCc1ccc(OC)cc12,,,2.99,,,,,,,,,,,,,,,,,,,,2.99,,,,,,
CCCC12CCN(C)C1CCc1ccccc12,,,3.42,,,,,,,,,,,,,,,,,,,,3.42,,,,,,
CCCC12CCNC1CC(C)c1ccc(O)cc12,,,3.45,,,,,,,,,,,,,,,,,,,,2.97,,,,,,
CCCC12CCNC1CCc1ccccc12,,,3.4,,,,,,,,,,,,,,,,,,,,3.1,,,,,,
CCCC12CC[NH+](C)C1Cc1ccccc12,,,3.4,,,,,,,,,,,,,,,,,,,,2.92,,,,,,
CCCC12COC(C(C)C)(OC1)OC2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(C(F)(F)F)(OC1)OC2,2.58,,,,,,,2.45,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(C)(OC1)OC2,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(C34CCC(CC3)C4)(OC1)OC2,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(C3CC4CCC3C4)(OC1)OC2,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(C3CC=CCC3)(OC1)OC2,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(CC)(OC1)OC2,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(CCC)(OC1)OC2,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(OC1)OC2,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc(Br)o3)(OC1)OC2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc(C#CC(C)(C)C)cc3)(OC1)OC2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc(C#CCOC)cc3)(OC1)OC2,,,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc(C#Cc4ccccc4)cc3)(OC1)OC2,,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc(Cl)c([N+](=O)[O-])c3)(OC1)OC2,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc(Cl)cc3)(OC1)OC2,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc(I)nc3)(OC1)OC2,,,,,,,,,3.26,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc(S(C)(=O)=O)cc3)(OC1)OC2,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc(SC)cc3)(OC1)OC2,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccc4c(c3)OCO4)(OC1)OC2,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COC(c3ccccc3)(OC1)OC2,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COP(=O)(OC1)OC2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COP(=O)(OC1)OC2C,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COP(=S)(OC1)OC2,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12COP(OC1)OC2,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12OCC(C(C)(C)C)(CO1)CO2,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12OCC(C(C)C)(CO1)CO2,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12OCC(C)(CO1)CO2,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC12OCC(CC)(CO1)CO2,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=C/C(=C\[NH+]=O)N(C)C=C1,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=C/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)O1,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=C/C(=C\c2ccccc2)C(=O)S1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=C/C(=C\c2ccccc2Cl)C(=O)O1,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=C/C(=C\c2ccco2)C(=O)O1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=C2C(=O)C3=CC(=O)C4=C(OC5OC(C)C(O)C(O)C45O)C(=O)C3=C2C=C(C)N1,2.68,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,
CCCC1=CCC(=O)O1,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=CCC(=O)S1,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=Cc2cc3c(cc2C1N(C)C)OCO3,3.18,,,,,3.85,3.21,,,,,,,,,,,,,,,,,,,,,,
CCCC1=NCC(O)COc2ccccc21,,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=NCCCC1,,,,,,4.68,,4.02,,,,,4.02,,,,,,,,,,,,,,,,
CCCC1=NCCCS1,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=NCCS1,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=NCc2ccccc2S(=O)(=O)N1C,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1=NN(c2ccccc2)C(=O)/C1=C/N(C)C,,,,,,,,2.93,,,,,,,,,,,,,,,,,,,,,
CCCC1=NN(c2ccccc2)C(=O)C1C=O,,,,,,,,2.91,,,,,,,,,2.48,,,,,,,,,,,,
CCCC1=NS(=O)(=O)NC(C)(CCC)C1,,,,,,6.62,,,,,,,,,,,,,,,,,,,,,,,
CCCC1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1C(=O)N(c2ccc(S(N)(=O)=O)cc2)C(=O)C1C,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,
CCCC1C(=O)N(c2ccccc2)C(=O)N(C2CCCCC2)C1=O,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1C(=O)N(c2ccccc2)C(=O)N(c2ccccc2)C1=O,3.04,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,
CCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,,,,,,3.19,,,,,,,,,,,2.75,,,,,,,,,,,,
CCCC1C(=O)N2C(N(C)C)=Nc3cc(O)c(C)cc3N2C1=O,,,,,,2.5,,2.02,,,,,,,,,,,,,,,,,,,,,
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,2.495,,,,,2.65,2.585,2.41,,,,2.49,2.45,,,,2.245,,,,,2.67,,,,,0.757,,
CCCC1C(=O)NC(=O)N(C2CCC(O)CC2)C1=O,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1C(=O)NC(=O)N(c2ccccc2)C1=O,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1C(C)CCN(C)C1c1cccc(O)c1,,,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,
CCCC1C(CC)C=NN1C,,,,,,3.44,,,,,,,,,,,,,,,,,,,,,,,
CCCC1C(Cl)C(=O)N1Nc1nnc(NN2C(=O)C(Cl)C2CCC)c2ccccc12,,,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,
CCCC1C2C=CC(C2)C1C=O,,,,,,,,,,,,,,,,1.52,1.55,,,,,,,,,,,,
CCCC1CC(=O)N2CCSC2=N1,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,
CCCC1CC(C(=O)O)C1,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CC(C)NP(=O)(N(CCCl)CCCl)O1,,,,,,,3.02,,,,,,,,,,,,,,,,,,,,,,
CCCC1CC(NCCN(CC)CC)=NC1C,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,
CCCC1CC(O)C(CCC)O1,,,,,,3.36,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C(=O)O1,,,,,,4.26,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CC=CCC12C(=O)NC(=O)NC2=O,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CC=CCC12C(=O)NC(=S)NC2=O,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CCC(=O)O1,,,,,,,,,,,,,,,,1.41,1.41,,,,,,,,,,,,
CCCC1CCCC(=O)O1,,,,,,,,,,,,,,,,1.45,1.45,,,,,,,,,,,,
CCCC1CCCCC12C(=O)NC(=O)NC2=O,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CCCCC12C(=O)NC(=S)NC2=O,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CCCC[NH+]1CCCOC(=O)c1ccccc1,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,
CCCC1CCCN(C)C1c1cccc(O)c1,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,
CCCC1CCNCC1,,,,,,3.36,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCO1,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CN(C)CC1(CCC)c1cccc(O)c1,,,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,
CCCC1CN(C)CC1(CCC)c1cccc(OC)c1,,,,,,,,,,,,,,3.55,,,,,,,,,,,,,,,
CCCC1CN(C)CC1(OC(=O)CC)c1ccccc1,,,,,,,,,,,,,,3.44,,,,,,,,,,,,,,,
CCCC1COC(C(C)C)OC1,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1COC(C)OC1,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,,,,,,,,,,,,,,,,,2.35,,,,,,,1.93,,,,,
CCCC1Cc2c(n(CCc3ccc(C)nc3)c3ccccc23)CN1,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1N(C)CCC1(CCC)c1cccc(O)c1,,,,,,,,,,,,,,3.53,,,,,,,,,,,,,,,
CCCC1N(C)CCC1(CCC)c1cccc(OC(C)=O)c1,,,,,,,,,,,,,,3.47,,,,,,,,,,,,,,,
CCCC1N(C)CCC1(CCC)c1cccc(OC)c1,,,,,,,,,,,,,,3.55,,,,,,,,,,,,,,,
CCCC1N2CCCCC2C2c3[nH]c4ccccc4c3CCN21,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1N2CCCCC2C2c3c(c4ccccc4n3C)CCN21,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC(=O)C(C)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC(=O)C(C)NC1=O)C(=O)N1CC(O)CC1C(=O)NCC(=O)N2,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC(=O)C(C)NC1=O)C(=O)N1CCCC1C(=O)NC(C)C(=O)N2,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1NCCCS1,3.0349998,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,
CCCC1NCCS1,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1NCCc2c1[nH]c1ccc(OC)cc21,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1OC(C)(C)CC1O,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,
CCCC1OC(C)(CC)CC1O,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,
CCCC1OC(Cn2cncn2)(c2cc3ccccc3o2)OCC1CC,,,,,,,,2.55,,,,,,,,,2.55,,,,,,,,,,,,
CCCC1OC(c2ccco2)OCC1CC,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1OC1(CC)C(N)=O,2.41,,,,,,,2.11,,,,,,,,,2.1,,,,2.64,,,,,,,,
CCCC1OCC(C)NC1=S,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,
CCCC1OCC(CC)NC1=S,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,
CCCC1OCC2(C)COC(CCC)N12,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,
CCCC1OCCCN1C(CC)c1ccc(Cl)cc1,,,,,,,,,,,,,3.13,,,,,,,,,,,,,,,,
CCCC1OCCNC1=S,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,
CCCC1OCS/C1=N\OC(=O)NC,,,,,,,,,,,,,,,,,3.42,,,,,,,,,,,,
CCCC1OP(=O)(Cl)OCC1CC,,,,,,,,,,,,,,,,,3.96,,,,,,,,,,,,
CCCC1OP(=O)(N(CCCl)CCCl)NC(C)C1C,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,,
CCCC1OP(=S)(Cl)OCC1CC,,,,,,,,,,,,,,,,,2.91,,,,,,,,,,,,
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,3.47,,,,,3.54,3.49,2.13,,,,3.87,3.9,,,,2.25,,,,,3.64,,,,,,,
CCCC1Oc2ccc(Cl)cc2N(CC(O)CO)C1=O,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,
CCCC1SC(=S)N(C(C)c2ccccc2)C1=O,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1SC(=S)N(Cc2ccccc2)C1=O,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2ccc(Br)c(C)c2)C1=O,,,,,,,,,,,,,,3.06,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2ccc(Br)c(Cl)c2)C1=O,,,,,,,,,,,,,,3.26,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2ccc(Br)cc2)C1=O,,,,,,,,,,,,,,3.22,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2ccc(C)cc2)C1=O,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2ccc(Cl)c(Cl)c2)C1=O,,,3.2,,,,,,,,,,,3.2,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2ccc(Cl)cc2)C1=O,,,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2ccc(OCC)cc2)C1=O,,,,,,,,,,,,,,2.87,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2cccc(C)c2)C1=O,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2cccc(Cl)c2)C1=O,,,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2cccc3ccccc23)C1=O,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
CCCC1SC(=S)N(c2ccccc2)C1=O,,,,,,,,,,,,,,2.92,,,,,,,,,,,,,,,
CCCC1SCC(C)(C)NC1=O,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,
CCCC1SCCN1CCC(N)=O,2.51,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,
CCCC=O,1.8,,,,,,1.95,,,,,0.858,1.43,,,,1.24,,,,,,,,,,,,
CCCCBr,1.98,,,2.26,,,1.49,,,,,,,,,,1.7,,,,,,,,,,,,
CCCCC,,,,,,2.21,,,,,,,,,,,1.56,,,,,,,,,,,,
CCCCC#CC(=O)C#CCCCC,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,
CCCCC#CC(=O)C#Cc1ccccc1,,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,
CCCCC#CC(O)(C(=O)OC1CN2CCC1CC2)c1ccccc1,,,,,,4.23,,,,,,,,,,,,,,,,,,,,,,,
CCCCC#CC(O)(C(=O)ON1CCC(C)CC1)c1ccccc1,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,
CCCCC#CC(O)C(Cl)(Cl)Cl,,,,,,,,2.88,,,,,,,,,,,,,,,,,,,,,
CCCCC#CC[N+]1(C)CCN(C(=O)OCC)CC1,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,
CCCCC#N,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,
CCCCC(/C=C/C(C)=O)CC,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,
CCCCC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)/C=C/c1ccc2c(c1)OCO2,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)/C=N/O,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C1(c2cccc(Cl)c2)CCN(CCCN2CCCCC2)CC1,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C1(c2cccc(Cl)c2)CCN(CCCN2CCN(C)CC2)CC1,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C1(c2cccc(Cl)c2)CCN(CCCN2CCOCC2)CC1,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C1(c2cccc(Cl)c2)CCNCC1,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C1(c2ccccc2)CCN(CCN2CCOCC2)CC1,2.94,,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C1Cc2ccccc21,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)CC,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,
CCCCC(=O)CCCC,,,,,,3.01,,,,,,,,,,,,,2.15,,,,,,,,,,
CCCCC(=O)CCN1CCN2Cc3[nH]c4ccccc4c3CC2C1,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)COc1ccc(C(C)=O)c2ccccc12,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)N(C)C,2.41,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)N(C)C(=O)Oc1cccc2c1OC(C)(C)O2,,,,,,,,3.26,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)N(C)CC1C2CCC(C2)C1C,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)N(CCO)CC1C2CCC(C2)C1C,,,,,,3.64,,,,,,,,,,,,,,,,3.44,,,,,,,
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,,,,,,,,,,,,,,,,,,4.64,,,,,,,,,,,
CCCCC(=O)N1CC/C(=N/O)c2cc(Cl)ccc21,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)N1CC2CCN(C)C1C2,3.02,,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)N1CCCC[C@H]1c1cccnc1,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,
CCCCC(=O)N1CCN(C(=O)CCCC)CC1,,,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)N1CCN(C/C=C/c2ccccc2)CC1,,,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)N1[C@H]2CN3C4=C(C(=O)C(N)=C(C)C4=O)[C@@H](COC(N)=O)[C@@]3(OC)[C@H]21,,,,,,4.45,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NC(=O)NCCn1cnc2ccc([N+](=O)[O-])cc21,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NC(=O)NCCn1cnc2ccccc21,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NC(N)=NCc1ccccc1,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NC12CC3CC(CC(C3)C1)C2,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NCCN(CC)CC,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NCCc1cccc2ccc(OC)cc12,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NCc1ccc(O)c(OC)c1,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NNc1ccc(Br)cc1,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NNc1ccc([N+](=O)[O-])cc1,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NO,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1c(C)cccc1C,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1c(I)c(NC(=O)CCCC)c(I)c(C(=O)O)c1I,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1cc(C(F)(F)F)cnc1NS(C)(=O)=O,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1ccc(Cc2ccccn2)c([N+](=O)[O-])c1,,,,,,,,3.02,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1ccc2c(c1)C13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1ccc2nc(CF)n(-c3ccccc3C)c(=O)c2c1,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1cccc(O)c1,,,,,,3.03,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1cccc(OC(=O)NC)c1,,,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1ccccc1,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)O,1.45,,,,,1.9,,2.23,,,,,1.45,,,,,,,,,,,,,,,,
CCCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OCC)OCC,,,,,,,,,,,,3.97,,,,,,,,,,,,,,,,,
CCCCC(=O)OC1CCC(N2CCCCC2)CC1,,,,,,,,,,,,,2.84,,,,2.25,,,,,,,,,,,,
CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3.04,,,,,,4.39,2.0,,,,4.57,3.53,,,,2.19,,,,,,,,,,,,
CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCC1=CCN2CC[C@H](OC(=O)CCCC)C12,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,
CCCCC(=O)OCCN1CCN(CCOC(=O)CCCC)CC1,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCC[N+](C)(C)C,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)O[C@@H]1/C=C\C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C[C@H](O)/C=C\C(C)=C/C1)[C@@H](C)C2=O,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)O[C@@H]1/C=C\C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C[C@H](OC(=O)CCCC)/C=C\C(C)=C/C1)[C@@H](C)C2=O,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)O[C@@H]1CCC[N+]2(C)CCCC[C@H]12,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)O[C@@]12C=CC(=O)[C@@H]3Oc4c(OC)ccc5c4[C@@]31CCN(C)[C@@H]2C5,,,,,,4.02,,,,,,,2.9,,,,,,,,,,,,,,,,
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,,,,,,,,,,,,,,,3.68,,,,,,,,,,,,,,7.15
CCCCC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC([N+]3(C)CCCCC3)[C@@H]4O)[C@@]2(C)CC1[N+]1(C)CCCCC1,,,,,,5.49,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,,,,,,,,,,,,2.96,,,,,,,,,,,,,,,,
CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2.88,,,,,,2.02,2.07,,,,,2.98,,,,2.2,,,,,,,,,,,,
CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,,,,2.2,,,,3.61,3.3,,,,2.2,,,,,,,,,,,,
